Product_ID,N° Order,Marque,Nom de modèle,Device Type,Device Catégorie,Data Entry,DATE,Lien Référence,photos,released date,released date New,battrie,Bluetooth,Chipset,CPU,Dimensions,resolution ecran,Taille de l'écran,Display_type,GPU,Internal_memory,Technologie cellulaire,NFC,OS,Primary_camera,ram,Secondary_camera,SIM,USB,WLAN,Dual SIM,Images,Photos Status,Device Availability,Device Status,send date,Type de mémoire flash,Capacité de stockage de la mémoire,Compatibilité du périphérique,Caractéristique spéciale,Vitesse de lecture,Dimensions du produit,Poids du produit,Couleur,Type de casque,Technologie de connectivité,Matériau,Distance focale,Composants inclus,Tension d'entrée,Nombre total de ports USB,Puissance,Technologie de communication sans fil,Composants inclus.1,Tranche d'âge (description),Style,Screen Size,Special Feature,Shape,Target Audience,Compatible Devices,Distance focale.1,Capacité de la batterie,Usages recommandés pour le produit,Composition de la pile,Source d'alimentation,Vitesse d'écriture,Modèles de téléphones compatibles,Type de fixation,Type de câble,Genre du connecteur,Type de haut-parleur,Type de contrôleur,Niveau de résistance à l'eau,Longeure du cable (Mettre),Liens photos,Audit,date,translation en arabe,date translation,Commity Meeting,Validation Date,Status,Commity Meeting.1,Validation Date.1,Refference,"Marque,Nom de modèle,Device Type,photos,released date,battrie,Bluetooth,Chipset,CPU,Dimensions,resolution ecran,Taille de l'écran,Display_type,GPS,GPU,Internal_memory,Memory_card,Technologie cellulaire,NFC,OS,Primary_camera,ram ,Secondary_camera,SIM,USB,WLAN",Responsable,Utilisateurs,Price_DZD
DJZ-03213,3224.0,PNY,FLASH DISK 2.0 16GB,Accessoires,Accessoires,New Acquisition,2024-11-12,https://www.google.com/url?sa=i&url=http%3A%2F%2Fivky.sytes.net%2Fshop%2Ffldipn2-016gb-flash-disk-pny-2-0-16gb-11261&psig=AOvVaw2_xlBnYf1jcpnNfDsVwjnU&ust=1731491566599000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCJD1mPHC1okDFQAAAAAdAAAAABAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000 DZD"
DJZ-03214,3225.0,PNY,Flash Disque 256GB,Accessoires,Accessoires,New Acquisition,2024-11-12,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.price.tn%2Fproduct%2Fpny-flash-disque-256gb-3-1-attache-4-noir-cle-hp-16gb-offert-ordinateu-ty8cz&psig=AOvVaw2_xlBnYf1jcpnNfDsVwjnU&ust=1731491566599000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCJD1mPHC1okDFQAAAAAdAAAAABAu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,800 DZD"
DJZ-03215,3226.0,PNY,Flash Disque 8 Go,Accessoires,Accessoires,New Acquisition,2024-11-12,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.amazon.fr%2FPNY-Cl%25C3%25A9-USB-Attach%25C3%25A9-Standard%2Fdp%2FB00TPG6NQA&psig=AOvVaw3QAYucca0VyiuefxuuiDaJ&ust=1731494099780000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCKjyvqrM1okDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,900 DZD"
DJZ-03216,3227.0,PNY,Flash Disque 16Go,Accessoires,Accessoires,New Acquisition,2024-11-12,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.ouedkniss.com%2Faccessoires-des-appareils-flash-disque-pny-16gb-dar-el-beida-alger-algerie-d39166995&psig=AOvVaw1P_-SgYYG3mz69yReEP7XC&ust=1731499418642000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCIjq8ZLg1okDFQAAAAAdAAAAABAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,200 DZD"
DJZ-03217,3228.0,PNY,Flash Disque 64Go,Accessoires,Accessoires,New Acquisition,2024-11-12,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.ouedkniss.com%2F%25D9%2581%25D9%2584%25D8%25A7%25D8%25B4-%25D8%25AF%25D9%258A%25D8%25B3%25D9%2583-usb-flash-drive-pny-64gb-20-fd64gatt4-ef-%25D8%25A7%25D9%2584%25D8%25AC%25D8%25B2%25D8%25A7%25D8%25A6%25D8%25B1-%25D9%2588%25D8%25B3%25D8%25B7-d31163881%3Flang%3Dar&psig=AOvVaw1l-Dj-IWWd9f1wY9EHHsdx&ust=1731501782665000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCLDAsf3o1okDFQAAAAAdAAAAABAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,700 DZD"
DJZ-03218,3229.0,PNY,Flash Disque 128Go,Accessoires,Accessoires,New Acquisition,2024-11-12,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.amazon.fr%2FPNY-Cl%25C3%25A9-USB-3-1-Attach%25C3%25A9%2Fdp%2FB07XTW7SY8&psig=AOvVaw09FhjUZo1HUPyIQ8A1LoNq&ust=1731502984367000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCJDFzbft1okDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,300 DZD"
DJZ-03219,3230.0,Realme,13+ 128GB 8GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.gsmarena.com/realme_13+-pictures-13255.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,300 DZD"
DJZ-03220,3231.0,Realme,13+ 256GB 8GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.gsmarena.com/realme_13+-pictures-13255.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,600 DZD"
DJZ-03221,3232.0,Realme,13+ 256GB 12GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.gsmarena.com/realme_13+-pictures-13255.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,900 DZD"
DJZ-03222,3233.0,Realme,13+ 512GB 12GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.gsmarena.com/realme_13+-pictures-13255.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,800 DZD"
DJZ-03223,3234.0,Oppo,A6 32GB 4GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.gsmarena.id%2Fharga-oppo-a6&psig=AOvVaw3AWPZ3fqj8wO5yyQf7vAsq&ust=1731504954765000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPjdhPD01okDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,600 DZD"
DJZ-03224,3235.0,Oppo,A6 64GB 3GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.gsmarena.id%2Fharga-oppo-a6&psig=AOvVaw3AWPZ3fqj8wO5yyQf7vAsq&ust=1731504954765000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPjdhPD01okDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,100 DZD"
DJZ-03225,3236.0,Oppo,A6 64GB 4GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.gsmarena.id%2Fharga-oppo-a6&psig=AOvVaw3AWPZ3fqj8wO5yyQf7vAsq&ust=1731504954765000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPjdhPD01okDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,400 DZD"
DJZ-03226,3237.0,Oppo,A6 128GB 4GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.gsmarena.id%2Fharga-oppo-a6&psig=AOvVaw3AWPZ3fqj8wO5yyQf7vAsq&ust=1731504954765000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPjdhPD01okDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000 DZD"
DJZ-03227,3238.0,Oppo,F25 Pro 5G 128GB 8GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.google.com/url?sa=i&url=https%3A%2F%2Fgadgets.beebom.com%2Fmobile%2Foppo-f25-pro-5g&psig=AOvVaw2mgKmR22NpftsXqf_tySNt&ust=1731506198321000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCNiIkbn51okDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,600 DZD"
DJZ-03228,3239.0,Oppo,F25 Pro 5G 256GB 8GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.google.com/url?sa=i&url=https%3A%2F%2Fgadgets.beebom.com%2Fmobile%2Foppo-f25-pro-5g&psig=AOvVaw2mgKmR22NpftsXqf_tySNt&ust=1731506198321000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCNiIkbn51okDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,100 DZD"
DJZ-03229,3240.0,Revaleo,Power Bank TK01,Accessoires,Accessoires,New Acquisition,2024-11-13,https://www.google.com/url?sa=i&url=https%3A%2F%2Fm.facebook.com%2Fp%2F%25D8%25B5%25D8%25AD%25D8%25B1%25D8%25A7%25D8%25A1-%25D8%25AA%25D9%258A%25D9%2584%25D9%258A%25D9%2583%25D9%2588%25D9%2585-%25D8%25A7%25D9%2584%25D9%2588%25D8%25A7%25D8%25AF%25D9%258A-100063336991970%2F%3Flocale%3Dar_AR&psig=AOvVaw3tQ0SnivWdvSrkhNvxsNEO&ust=1731570857204000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCPDn3qHq2IkDFQAAAAAdAAAAABAi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,700 DZD"
DJZ-03230,3241.0,BOROFONE,Power Bank BJ24 10000mAh,Accessoires,Accessoires,New Acquisition,2024-11-13,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.borofone.com%2Fproduct%2Fpower-banks%2Fpower-bank-bj24-10000mah%2F&psig=AOvVaw3PqJ6fbRI2bEl52fOsVO6A&ust=1731572294225000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCOj049Dv2IkDFQAAAAAdAAAAABBX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,100 DZD"
DJZ-03231,3242.0,BOROFONE,Power Bank BJ20A 20000mAh,Accessoires,Accessoires,New Acquisition,2024-11-13,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.jumia.com.dz%2Fborofone-power-bank-bj20a-20000mah-574367.html&psig=AOvVaw1MCqyYDqCHlXRmladyih4O&ust=1731572794572000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCMDJhL3x2IkDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000 DZD"
DJZ-03232,3243.0,Hoco,Power Bank Q11,Accessoires,Accessoires,New Acquisition,2024-11-13,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.hoco-algerie.com%2Fproduit%2Fpower-bank-q11-expressar-pd20w%2F&psig=AOvVaw01k39fBvIKMikbGh1yIjSq&ust=1731573100114000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCJiii9Dy2IkDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,500 DZD"
DJZ-03233,3244.0,Hoco,Power Bank J73,Accessoires,Accessoires,New Acquisition,2024-11-13,https://www.google.com/url?sa=i&url=https%3A%2F%2Fdymadis.com%2Fbanque-d-alimentation-power-bank-30000mah-111wh-avec-un-torch-led-couleur-noir-hoco-j73&psig=AOvVaw2L2XH0WwA6BMvKO3AKDZiZ&ust=1731577595430000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCMDf0rCD2YkDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,500 DZD"
DJZ-03234,3245.0,Hoco,Power Bank J62,Accessoires,Accessoires,New Acquisition,2024-11-13,https://www.google.com/url?sa=i&url=https%3A%2F%2Fmacleader.tn%2Fproduct%2Fpower-bank-30000mah-torch-hoco-j62-noir%2F&psig=AOvVaw2H2tHcn8UQF9n8ngQqxiLO&ust=1731577938831000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCICP3dWE2YkDFQAAAAAdAAAAABBm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,500 DZD"
DJZ-03235,3246.0,Hoco,Power Bank j111,Accessoires,Accessoires,New Acquisition,2024-11-13,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.jumia.com.dz%2Fhoco-power-bank-banque-dalimentation-portable-j111-20000-mah-noir-539294.html&psig=AOvVaw1YvWrJzpR0Citj5L9LpI_Y&ust=1731578575388000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCOiHxoKH2YkDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,300 DZD"
DJZ-03236,3247.0,BOROFONE,Power Bank BJ18A,Accessoires,Accessoires,New Acquisition,2024-11-13,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.borofone.com%2Fproduct%2Fpower-banks%2Fpower-bank-bj18a-coolmy-30000mah%2F&psig=AOvVaw2TAFJlRwd2cmQhwwXLdYa4&ust=1731579373190000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCMix8v6J2YkDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,500 DZD"
DJZ-03237,3248.0,KAKUSIGA,Power Bank KSC-886 20000mAh,Accessoires,Accessoires,New Acquisition,2024-11-13,https://www.google.com/url?sa=i&url=https%3A%2F%2Finidkan.com%2Ffr%2Faccueil%2F2340-kakusiag-ksc-886-power-bank-20000mah-.html&psig=AOvVaw202hZ3HqOQSfJXdGibvBD_&ust=1731579673947000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCNiXso6L2YkDFQAAAAAdAAAAABAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,700 DZD"
DJZ-03238,3249.0,BOROFONE,Power Bank BJ33,Accessoires,Accessoires,New Acquisition,2024-11-13,https://www.google.com/url?sa=i&url=https%3A%2F%2F213store.com%2Fproduit%2Fborofone-bj33-by-hoco-ltd-power-bank-10000mah-ultra-mince%2F&psig=AOvVaw3JfODTmvhjmHB8jt1p_agD&ust=1731585381795000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCMCWjLCg2YkDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,300 DZD"
DJZ-03239,3250.0,Google,Google Pixel 7 Pro 128GB 8GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.gsmarena.com/google_pixel_7_pro-11908.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,700 DZD"
DJZ-03240,3251.0,Google,Google Pixel 7 Pro 256GB 8GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.gsmarena.com/google_pixel_7_pro-11908.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,400 DZD"
DJZ-03241,3252.0,Google,Google Pixel 7 Pro 128GB 12GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.gsmarena.com/google_pixel_7_pro-11908.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,900 DZD"
DJZ-03242,3253.0,Google,Google Pixel 7 Pro 256GB 12GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.gsmarena.com/google_pixel_7_pro-11908.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,700 DZD"
DJZ-03243,3254.0,Google,Google Pixel 7 Pro 512GB 12GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.gsmarena.com/google_pixel_7_pro-11908.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000 DZD"
DJZ-03244,3255.0,Google,Google Pixel 6 Pro 128GB 12GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.gsmarena.com/google_pixel_6_pro-10918.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,600 DZD"
DJZ-03245,3256.0,Google,Google Pixel 6 Pro 256GB 12GB,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.gsmarena.com/google_pixel_6_pro-10918.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,500 DZD"
DJZ-03246,3257.0,Google,Google Pixel 6 Pro 512GB 12GB ,Smartphone,Smartphone,New Acquisition,2024-11-12,https://www.gsmarena.com/google_pixel_6_pro-10918.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,300 DZD"
DJZ-03247,3258.0,OnePlus,OnePlus Ace 2 Pro 256GB 12GB,Smartphone,Smartphone,New Acquisition,2024-11-13,https://www.gsmarena.com/oneplus_ace_2_pro-12473.php ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,200 DZD"
DJZ-03248,3259.0,OnePlus,OnePlus Ace 2 Pro 512GB 16GB,Smartphone,Smartphone,New Acquisition,2024-11-13,https://www.gsmarena.com/oneplus_ace_2_pro-12473.php ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,100 DZD"
DJZ-03249,3260.0,OnePlus,OnePlus Ace 2 Pro 1TB 24GB,Smartphone,Smartphone,New Acquisition,2024-11-13,https://www.gsmarena.com/oneplus_ace_2_pro-12473.php ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,800 DZD"
DJZ-03250,3261.0,yesido,Power Bank YP24 10000 mAh,Accessoires,Accessoires,New Acquisition,2024-11-14,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.iyesido.com%2Fpid18441809%2FYP24-New-Style-High-Capacity-Fast-Charging-Power-Bank-10000mAh-Portable-Power-Bank.htm&psig=AOvVaw1byzoNiJ2hXEwBgdV0-K_X&ust=1731657799360000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCJjy9pKu24kDFQAAAAAdAAAAABAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,600 DZD"
DJZ-03251,3262.0,yesido,Power Bank 20000MAH YP41,Accessoires,Accessoires,New Acquisition,2024-11-14,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.sesdz.com%2FBanque-de-charge-externe-PowerBank-YESIDO-20000MAH-YP41&psig=AOvVaw0_WmcFppRbczCOnCcZx_xp&ust=1731660695125000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCKDR_Pe424kDFQAAAAAdAAAAABAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,900 DZD"
DJZ-03252,3263.0,yesido,Power Bank YP42 30000mAh,Accessoires,Accessoires,New Acquisition,2024-11-14,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.imobile.co.uk%2Fproducts%2Fyesido-yp42-30000mah-power-bank&psig=AOvVaw24uMA8hHeCUn3kKtN2pAqN&ust=1731661436697000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCOD869q724kDFQAAAAAdAAAAABAJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,200 DZD"
DJZ-03253,3264.0,Realme,Realme C61 128GB 8GB,Smartphone,Smartphone,New Acquisition,2024-11-14,https://www.gsmarena.com/realme_c61-pictures-13236.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000 DZD"
DJZ-03254,3265.0,Realme,Realme C61 128GB 4GB,Smartphone,Smartphone,New Acquisition,2024-11-14,https://www.gsmarena.com/realme_c61-pictures-13236.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,300 DZD"
DJZ-03255,3266.0,Realme,Realme C61 (India) 64GB 4GB,Smartphone,Smartphone,New Acquisition,2024-11-14,https://www.gsmarena.com/realme_c61_(india)-pictures-13162.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000 DZD"
DJZ-03256,3267.0,Realme,Realme C61 (India) 128GB 4GB,Smartphone,Smartphone,New Acquisition,2024-11-14,https://www.gsmarena.com/realme_c61_(india)-pictures-13162.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,800 DZD"
DJZ-03257,3268.0,Realme,Realme C61 (India) 128GB 6GB,Smartphone,Smartphone,New Acquisition,2024-11-14,https://www.gsmarena.com/realme_c61_(india)-pictures-13162.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,200 DZD"
DJZ-03258,3269.0,Infinix,Ecouteurs sans fil XE20,Accessoires,Accessoires,New Acquisition,2024-11-14,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.lemarketprice.com%2Fproducts%2Finfinix-xe20-true-wireless-earphones%2F&psig=AOvVaw1nFsRsbO7_veKx8EH4d7pj&ust=1731663012130000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCLCSvdfB24kDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,200 DZD"
DJZ-03259,3270.0,Condor,PLUME L5 PRO 4G,Smartphone,Smartphone,New Acquisition,2024-11-14,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.condor.dz%2Ffr%2Fsmart-tv%2Fproduit%2F879-plume-l5-pro-4g&psig=AOvVaw0OeVW1l1ThMEk2zJhr472a&ust=1731663787248000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCLjI8bvE24kDFQAAAAAdAAAAABAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,900 DZD"
DJZ-03260,3271.0,Condor,Tablette TB108W 10.1'' Wi-Fi,Tablette,Tablette,New Acquisition,2024-11-14,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.condor.dz%2Ffr%2Fcomponent%2Fcondor%2Ffamille%2F127-tablette-tactile&psig=AOvVaw0JvB3mkqs5aU5r0D-0-koY&ust=1731664371228000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCOijp9DG24kDFQAAAAAdAAAAABAJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,600 DZD"
